Name;Position;Club;Age;Int Caps;Int Goals;Wage;Value;Sale Value;Best Rating;Best Pot Rating;Squad Rep;Squad Status;GK Rating;SW Rating;DL Rating;DC Rating;DR Rating;WBL Rating;WBR Rating;DM Rating;ML Rating;MC Rating;MR Rating;AML Rating;AMC Rating;AMR Rating;FS Rating;TS Rating;GK Pot Rating;SW Pot Rating;DL Pot Rating;DC Pot Rating;DR Pot Rating;WBL Pot Rating;WBR Pot Rating;DM Pot Rating;ML Pot Rating;MC Pot Rating;MR Pot Rating;AML Pot Rating;AMC Pot Rating;AMR Pot Rating;FS Pot Rating;TS Pot Rating;Unique ID;Club ID
Pizzini, Francisco;AM L, ST;Independiente;22;0;0;3.410;874.500;2.088.850;72,3% (W);77,0% (W);6600;Rotation;0,3650;0,5813;0,6119;0,5758;0,6119;0,6167;0,6167;0,6228;0,7158;0,6455;0,6730;0,7230;0,6132;0,6730;0,7083;0,6940;0,3885;0,6227;0,6549;0,6128;0,6549;0,6589;0,6589;0,6657;0,7618;0,6896;0,7163;0,7695;0,6581;0,7163;0,7578;0,7344;14042945;89
Rodríguez, Diego;GK;Independiente;26;0;0;2.930;975.650;2.268.410;72,9% (GK);74,0% (GK);6600;First Team;0,7290;0,5049;0,4964;0,4684;0,4964;0,4932;0,4932;0,5133;0,5383;0,5192;0,5383;0,5383;0,5086;0,5383;0,5144;0,5266;0,7396;0,5118;0,5031;0,4746;0,5031;0,4999;0,4999;0,5199;0,5454;0,5256;0,5454;0,5454;0,5152;0,5454;0,5212;0,5333;14003932;89
Tagliafico, Nicolás;D LC, M L;Independiente;23;0;0;4.680;1.686.750;3.299.130;71,9% (FB);75,9% (FB);6600;First Team;0,3894;0,6263;0,7195;0,6841;0,6697;0,7062;0,6608;0,6352;0,7070;0,6513;0,6625;0,6625;0,5891;0,6625;0,6355;0,6517;0,4095;0,6618;0,7586;0,7180;0,7062;0,7448;0,6969;0,6709;0,7474;0,6880;0,7003;0,7003;0,6281;0,7003;0,6764;0,6858;14008030;89
Toledo, Gustavo;D/WB R;Independiente;26;0;0;4.820;1.611.750;3.066.860;70,1% (FB);70,8% (FB);6600;Rotation;0,3295;0,5752;0,6943;0,5854;0,7012;0,6889;0,6932;0,6099;0,6560;0,6346;0,6978;0,6560;0,5856;0,6560;0,6193;0,6148;0,3322;0,5812;0,7006;0,5904;0,7076;0,6946;0,6990;0,6138;0,6605;0,6374;0,7026;0,6605;0,5903;0,6605;0,6236;0,6179;14023211;89
Acosta, Lautaro;AM RL, ST;Lanús;27;0;0;7.310;1.048.530;1.236.780;73,2% (W);73,2% (W);6400;Key Player;0,3397;0,4734;0,5972;0,4264;0,5972;0,6102;0,6102;0,5899;0,7274;0,6269;0,7274;0,7295;0,6949;0,7322;0,7236;0,5958;0,3397;0,4734;0,5972;0,4264;0,5972;0,6102;0,6102;0,5959;0,7274;0,6351;0,7274;0,7295;0,6949;0,7322;0,7236;0,5958;14001291;90
Aguirre, Nicolás;AM LC;Lanús;25;0;0;3.770;810.330;995.970;73,5% (W);75,1% (W);6400;First Team;0,3337;0,5648;0,6525;0,5313;0,6525;0,6504;0,6504;0,6341;0,7351;0,7025;0,7233;0,7302;0,6373;0,6843;0,6854;0,6224;0,3411;0,5783;0,6676;0,5427;0,6676;0,6651;0,6651;0,6481;0,7514;0,7180;0,7393;0,7464;0,6533;0,6994;0,7023;0,6352;14011176;90
Araujo, Carlos;D/WB R;Lanús;34;0;0;3.170;143.390;224.740;74,2% (FB);74,2% (FB);6400;First Team;0,3940;0,5875;0,6903;0,5764;0,7416;0,6841;0,7301;0,6672;0,6929;0,6815;0,6929;0,6929;0,6387;0,6929;0,6431;0,5773;0,3940;0,5875;0,6903;0,5764;0,7416;0,6841;0,7301;0,6793;0,6929;0,6979;0,6929;0,6929;0,6387;0,6929;0,6431;0,5773;953333;90
Astina, Marcos;ST;Lanús;20;0;0;2.890;1.749.000;2.212.200;71,5% (W);76,6% (FS);6400;Hot Prospect;0,3406;0,5021;0,6110;0,4761;0,6110;0,6167;0,6167;0,5946;0,6726;0,6249;0,7154;0,6726;0,6845;0,7154;0,7145;0,6143;0,3628;0,5431;0,6546;0,5127;0,6546;0,6599;0,6599;0,6436;0,7186;0,6782;0,7643;0,7186;0,7340;0,7643;0,7663;0,6570;14079978;90
Balbi, Luciano;D LC;Lanús;26;0;0;2.810;1.425.950;3.025.050;73,2% (FB);73,2% (FB);6400;Rotation;0,3500;0,6096;0,7325;0,6437;0,6818;0,7211;0,6712;0,6417;0,6907;0,6525;0,6569;0,6569;0,5772;0,6569;0,5935;0,5687;0,3500;0,6096;0,7325;0,6437;0,6818;0,7211;0,6712;0,6427;0,6907;0,6539;0,6569;0,6569;0,5772;0,6569;0,5935;0,5687;14017989;90
Benítez, Oscar;AM R;Lanús;23;0;0;3.890;2.399.000;4.475.250;72,6% (W);76,8% (W);6400;First Team;0,3671;0,5809;0,6440;0,5540;0,6440;0,6453;0,6786;0,6291;0,6760;0,6577;0,7234;0,7189;0,6768;0,7262;0,7030;0,6409;0,3863;0,6157;0,6832;0,5852;0,6832;0,6838;0,7190;0,6645;0,7146;0,6935;0,7648;0,7600;0,7182;0,7677;0,7454;0,6747;14035781;90
Braghieri, Diego;D C;Lanús;28;0;0;3.350;1.655.300;3.129.360;71,8% (CB);72,5% (CB);6400;First Team;0,3599;0,6539;0,6448;0,7179;0,6448;0,6249;0,6249;0,6330;0,6036;0,6264;0,6036;0,6036;0,5397;0,6036;0,5651;0,6265;0,3633;0,6613;0,6519;0,7251;0,6519;0,6318;0,6318;0,6411;0,6104;0,6346;0,6104;0,6104;0,5469;0,6104;0,5727;0,6318;14006611;90
Castillejos, Gonzalo;ST;Lanús;29;0;0;2.030;485.540;429.780;70,4% (TS);73,6% (TS);6400;Backup;0,3331;0,5398;0,5419;0,5377;0,5419;0,5438;0,5438;0,5757;0,6101;0,5936;0,6101;0,6101;0,5684;0,6101;0,6629;0,7045;0,3510;0,5701;0,5735;0,5641;0,5735;0,5751;0,5751;0,6045;0,6443;0,6230;0,6443;0,6443;0,6052;0,6443;0,7027;0,7356;14007168;90
Chávez, Cristian;AM RC;Lanús;29;4;1;3.360;1.450.320;2.090.760;70,6% (W);71,6% (W);6400;Rotation;0,3301;0,4925;0,6164;0,4676;0,6164;0,6220;0,6220;0,6073;0,7023;0,6750;0,7059;0,7023;0,6808;0,7059;0,6354;0,5668;0,3338;0,5006;0,6261;0,4745;0,6261;0,6316;0,6316;0,6183;0,7123;0,6878;0,7160;0,7123;0,6905;0,7160;0,6448;0,5742;963542;90
Di Renzo, Gonzalo;AM RL, ST;Lanús;20;0;0;3.040;1.451.680;2.458.030;70,3% (W);76,0% (W);6400;Rotation;0,3012;0,4909;0,5937;0,4704;0,5937;0,6019;0,6019;0,5842;0,6544;0,6258;0,6544;0,7030;0,6361;0,6983;0,6977;0,6308;0,3301;0,5413;0,6465;0,5159;0,6465;0,6536;0,6536;0,6347;0,7073;0,6774;0,7073;0,7598;0,6901;0,7548;0,7573;0,6806;14076166;90
Erramuspe, Rodrigo;SW, D C;Lanús;25;0;0;1.680;850.850;1.970.210;71,9% (CB);72,8% (CB);6400;Rotation;0,3392;0,6998;0,6472;0,7192;0,6805;0,6247;0,6247;0,6266;0,5931;0,6044;0,5931;0,5931;0,5191;0,5931;0,5447;0,6200;0,3434;0,7092;0,6569;0,7278;0,6907;0,6343;0,6343;0,6376;0,6027;0,6165;0,6027;0,6027;0,5282;0,6027;0,5542;0,6284;14000732;90
Fritzler, Matías;DM;Lanús;29;0;0;3.630;1.555.880;2.951.530;72,3% (DM);74,9% (DM);6400;First Team;0,3913;0,6515;0,6885;0,6504;0,6885;0,6686;0,6686;0,7228;0,6539;0,7029;0,6539;0,6539;0,5843;0,6539;0,5947;0,6106;0,4035;0,6725;0,7095;0,6693;0,7095;0,6894;0,6894;0,7491;0,6754;0,7306;0,6754;0,6754;0,6072;0,6754;0,6175;0,6292;959923;90
González, Sergio;ST;Lanús;20;0;0;2.940;1.849.000;2.419.630;71,2% (TS);74,0% (TS);6400;Hot Prospect;0,3681;0,5931;0,5901;0,5924;0,5901;0,5874;0,5874;0,5962;0,6222;0,6126;0,6222;0,6222;0,5956;0,6222;0,6906;0,7119;0,3827;0,6192;0,6170;0,6153;0,6170;0,6143;0,6143;0,6334;0,6515;0,6552;0,6515;0,6515;0,6261;0,6515;0,7248;0,7398;14079965;90
Ibáñez, Matías;GK;Lanús;29;0;0;2.380;994.280;1.074.680;67,4% (GK);67,4% (GK);6400;Backup;0,6743;0,4845;0,4593;0,4682;0,4593;0,4507;0,4507;0,4848;0,4726;0,4829;0,4726;0,4726;0,4419;0,4726;0,4649;0,5167;0,6743;0,4845;0,4593;0,4682;0,4593;0,4507;0,4507;0,4858;0,4726;0,4843;0,4726;0,4726;0,4419;0,4726;0,4649;0,5167;14007103;90
Martínez, Matías;D C;Lanús;27;0;0;2.970;1.700.850;3.252.110;67,7% (CB);67,7% (CB);6400;Rotation;0,3262;0,6286;0,5999;0,6770;0,5999;0,5808;0,5808;0,5871;0,5529;0,5691;0,5529;0,5529;0,5018;0,5529;0,5403;0,6044;0,3262;0,6286;0,5999;0,6770;0,5999;0,5808;0,5808;0,5869;0,5529;0,5688;0,5529;0,5529;0,5018;0,5529;0,5403;0,6044;962967;90
Martínez, Román;AM C;Lanús;32;0;0;3.440;237.600;426.760;71,8% (M);72,6% (M);6400;First Team;0,3557;0,6030;0,6266;0,5957;0,6266;0,6247;0,6247;0,6763;0,6771;0,7180;0,6771;0,6771;0,7180;0,6771;0,6839;0,6595;0,3587;0,6091;0,6328;0,6009;0,6328;0,6306;0,6306;0,6836;0,6827;0,7260;0,6827;0,6827;0,7247;0,6827;0,6903;0,6652;953802;90
Monetti, Fernando;GK;Lanús;26;0;0;3.140;1.754.350;3.316.120;70,0% (GK);72,5% (GK);6400;First Team;0,6995;0,4930;0,5026;0,4751;0,5026;0,5001;0,5001;0,5494;0,5529;0,5540;0,5529;0,5529;0,5378;0,5529;0,5164;0,5266;0,7246;0,5080;0,5174;0,4881;0,5174;0,5142;0,5142;0,5651;0,5673;0,5690;0,5673;0,5673;0,5509;0,5673;0,5299;0,5395;14004167;90
Pasquini, Nicolás;D/WB/M L;Lanús;25;0;0;3.250;1.900.950;2.734.070;70,0% (W);71,8% (W);6400;Rotation;0,3536;0,5396;0,6724;0,5007;0,6282;0,6709;0,6269;0,6013;0,6998;0,6352;0,6514;0,6928;0,6168;0,6514;0,6245;0,5377;0,3628;0,5557;0,6912;0,5150;0,6458;0,6896;0,6443;0,6145;0,7180;0,6478;0,6683;0,7109;0,6333;0,6683;0,6421;0,5518;14026234;90
Valdez Chamorro, Jorge;AM RC;Lanús;21;0;0;3.520;2.149.000;4.050.190;71,7% (W);78,2% (W);6400;Rotation;0,3054;0,5089;0,5992;0,4704;0,5992;0,6053;0,6053;0,6057;0,6675;0,6454;0,6675;0,7099;0,7039;0,7171;0,7024;0,5980;0,3371;0,5633;0,6584;0,5198;0,6584;0,6637;0,6637;0,6606;0,7279;0,7016;0,7279;0,7742;0,7705;0,7820;0,7696;0,6542;14043046;90
Velázquez, Maximiliano;D/WB L;Lanús;35;0;0;2.790;213.660;413.650;70,7% (FB);70,7% (FB);6400;First Team;0,3199;0,5888;0,7065;0,5703;0,6577;0,7008;0,6524;0,6439;0,6963;0,6619;0,6559;0,6559;0,6081;0,6559;0,6186;0,5747;0,3199;0,5888;0,7065;0,5703;0,6577;0,7008;0,6524;0,6424;0,6963;0,6598;0,6559;0,6559;0,6081;0,6559;0,6186;0,5747;950183;90
Castro, Nicolás;AM RLC;Newell's;31;0;0;3.350;113.170;147.760;68,1% (W);69,9% (W);6300;Rotation;0,3517;0,5377;0,5889;0,5266;0,5889;0,5908;0,5908;0,5802;0,6743;0,6460;0,6755;0,6788;0,6510;0,6806;0,6321;0,5986;0,3609;0,5543;0,6072;0,5420;0,6072;0,6088;0,6088;0,5988;0,6928;0,6672;0,6941;0,6975;0,6691;0,6994;0,6500;0,6139;961323;91
Díaz, Cristian;D/WB/M R;Newell's;26;0;0;3.160;421.880;367.650;66,0% (FB);67,5% (FB);6300;Backup;0,2765;0,5130;0,6565;0,4944;0,6604;0,6511;0,6577;0,5779;0,6492;0,6015;0,6536;0,6115;0,5520;0,6115;0,5653;0,5169;0,2834;0,5253;0,6715;0,5046;0,6754;0,6658;0,6725;0,5900;0,6643;0,6135;0,6688;0,6258;0,5670;0,6258;0,5809;0,5286;14022058;91
Escobar, Franco;D RC;Newell's;20;0;0;20;785.820;940.680;65,8% (CB);75,3% (CB);6300;Hot Prospect;0,3593;0,5957;0,6026;0,6577;0,6466;0,5891;0,5891;0,5888;0,5903;0,5997;0,5903;0,5903;0,5277;0,5903;0,5613;0,5973;0,4133;0,6949;0,7020;0,7533;0,7533;0,6853;0,6853;0,6953;0,6858;0,7095;0,6858;0,6858;0,6233;0,6858;0,6608;0,6824;14108407;91
Fattori, Federico;DM;Newell's;23;0;0;2.430;830.780;1.905.250;68,2% (M);72,4% (M);6300;First Team;0,3698;0,5421;0,5941;0,5280;0,5941;0,5940;0,5940;0,6414;0,6371;0,6818;0,6371;0,6371;0,6522;0,6371;0,6257;0,5752;0,3926;0,5830;0,6361;0,5641;0,6361;0,6355;0,6355;0,6838;0,6794;0,7244;0,6794;0,6794;0,6997;0,6794;0,6706;0,6109;14102337;91
Fernández, Leandro;D C;Newell's;32;0;0;3.310;126.640;221.590;70,7% (CB);71,1% (CB);6300;Rotation;0,3776;0,6919;0,6799;0,7069;0,6841;0,6261;0,6261;0,6411;0,6100;0,6252;0,6100;0,6100;0,5474;0,6100;0,5911;0,6095;0,3805;0,6971;0,6846;0,7106;0,6888;0,6303;0,6303;0,6444;0,6143;0,6274;0,6143;0,6143;0,5524;0,6143;0,5958;0,6126;954464;91
Figueroa, Víctor;AM RLC;Newell's;32;0;0;4.100;110.820;142.960;72,5% (W);72,5% (W);6300;First Team;0,3177;0,4990;0,5923;0,4604;0,5923;0,6022;0,6022;0,6053;0,7178;0,6911;0,7178;0,7255;0,7092;0,7246;0,7157;0,6076;0,3177;0,4990;0,5923;0,4604;0,5923;0,6022;0,6022;0,6050;0,7178;0,6907;0,7178;0,7255;0,7092;0,7246;0,7157;0,6076;954444;91
Fydriszewski, Francisco;ST;Newell's;22;0;0;2.850;899.500;1.244.950;68,6% (TS);72,3% (TS);6300;Backup;0,3425;0,5826;0,5921;0,5929;0,5921;0,5855;0,5855;0,6094;0,6129;0,6237;0,6129;0,6518;0,5484;0,6518;0,6413;0,6856;0,3631;0,6185;0,6291;0,6236;0,6291;0,6225;0,6225;0,6439;0,6539;0,6592;0,6539;0,6955;0,5926;0,6955;0,6900;0,7235;14043599;91
Isnaldo, Eugenio;AM L;Newell's;22;0;0;330;533.690;702.180;68,4% (W);71,6% (W);6300;First Team;0,3078;0,5121;0,5628;0,4842;0,5628;0,5748;0,5748;0,5618;0,6776;0,5986;0,6718;0,6844;0,6061;0,6764;0,6230;0,5573;0,3233;0,5388;0,5924;0,5084;0,5924;0,6038;0,6038;0,5873;0,7088;0,6240;0,7028;0,7160;0,6363;0,7075;0,6535;0,5819;14035817;91
Maxi Rodríguez;AM RLC;Newell's;35;57;16;3.320;349.800;587.420;76,1% (W);76,1% (W);6300;Key Player;0,3725;0,6245;0,6554;0,6232;0,6554;0,6524;0,6524;0,7125;0,7591;0,7490;0,7591;0,7600;0,7239;0,7609;0,7553;0,7281;0,3725;0,6245;0,6554;0,6232;0,6554;0,6524;0,6524;0,7109;0,7591;0,7468;0,7591;0,7600;0,7239;0,7609;0,7553;0,7281;6300474;91
Ortiz, Guillermo;D C;Newell's;23;0;0;3.510;1.486.650;2.793.170;67,2% (CB);71,0% (CB);6300;First Team;0,3389;0,6116;0,6057;0,6723;0,6430;0,5877;0,6213;0,5966;0,5790;0,5931;0,5790;0,5790;0,5133;0,5790;0,5381;0,5908;0,3607;0,6505;0,6439;0,7097;0,6835;0,6245;0,6602;0,6324;0,6148;0,6278;0,6148;0,6148;0,5498;0,6148;0,5759;0,6207;14025221;91
Orzán, Horacio;M RC;Newell's;27;0;0;4.300;607.660;741.550;70,1% (FB);72,6% (FB);6300;Rotation;0,3895;0,6152;0,6887;0,6208;0,7014;0,6797;0,6909;0,6831;0,6772;0,6957;0,6874;0,6423;0,5755;0,6423;0,6087;0,6218;0,4022;0,6364;0,7126;0,6398;0,7256;0,7033;0,7149;0,7053;0,7017;0,7183;0,7122;0,6655;0,5996;0,6655;0,6328;0,6418;78023657;91
Paz, Nehuén;D C;Newell's;22;0;0;2.450;828.320;1.254.680;70,8% (CB);76,6% (CB);6300;Backup;0,3530;0,6353;0,6423;0,7081;0,6028;0,5767;0,5767;0,5912;0,5390;0,5659;0,5390;0,5390;0,4453;0,5390;0,5005;0,6091;0,3872;0,6953;0,7063;0,7661;0,6629;0,6350;0,6350;0,6446;0,5961;0,6174;0,5961;0,5961;0,5026;0,5961;0,5597;0,6574;14057903;91
Pérez, Franco;ST;Newell's;20;0;0;20;624.500;787.180;66,5% (FS);73,4% (FS);6300;Hot Prospect;0,3319;0,5660;0,5800;0,5559;0,5800;0,5761;0,5761;0,5775;0,6258;0,6042;0,6258;0,6258;0,5865;0,6258;0,6651;0,6431;0,3622;0,6198;0,6364;0,6032;0,6364;0,6322;0,6322;0,6346;0,6860;0,6648;0,6860;0,6860;0,6489;0,6860;0,7343;0,6995;14077017;91
Scocco, Ignacio;AM RC, F C;Newell's;30;1;2;8.430;1.009.820;2.236.410;75,1% (FS);78,6% (FS);6300;First Team;0,3704;0,5531;0,5929;0,5294;0,5929;0,6032;0,6032;0,6012;0,7129;0,6648;0,7205;0,7246;0,7126;0,7288;0,7510;0,6671;0,3873;0,5832;0,6246;0,5563;0,6246;0,6343;0,6343;0,6336;0,7460;0,7004;0,7540;0,7583;0,7469;0,7627;0,7863;0,6970;959955;91
Tévez, Mauricio;AM R, ST;Newell's;19;0;0;1.770;624.500;993.550;63,3% (W);68,1% (FS);6300;Hot Prospect;0,3093;0,4579;0,5209;0,4248;0,5209;0,5297;0,5297;0,5161;0,5895;0,5470;0,5895;0,6280;0,5973;0,6333;0,6317;0,5558;0,3328;0,4993;0,5640;0,4618;0,5640;0,5719;0,5719;0,5552;0,6328;0,5859;0,6328;0,6742;0,6449;0,6798;0,6810;0,5961;14075221;91
Tonso, Martín;AM RLC;Newell's;26;0;0;680;533.690;692.810;69,1% (W);70,9% (W);6300;Rotation;0,3078;0,4818;0,5838;0,4481;0,5838;0,5930;0,5930;0,5803;0,6827;0,6478;0,6852;0,6883;0,6615;0,6909;0,6567;0,5421;0,3168;0,4978;0,6015;0,4631;0,6015;0,6104;0,6104;0,5935;0,7007;0,6613;0,7032;0,7064;0,6790;0,7091;0,6751;0,5581;14030535;91
Unsain, Ezequiel;GK;Newell's;20;0;0;1.090;487.820;749.970;67,1% (GK);70,7% (GK);6300;Hot Prospect;0,6714;0,4729;0,4276;0,4654;0,4276;0,4268;0,4268;0,5117;0,5134;0,5269;0,5134;0,5134;0,5265;0,5134;0,5009;0,4779;0,7066;0,4936;0,4483;0,4833;0,4483;0,4466;0,4466;0,5330;0,5335;0,5475;0,5335;0,5335;0,5450;0,5335;0,5201;0,4957;14075273;91
Ustari, Oscar;GK;Newell's;29;3;0;3.580;1.117.500;1.875.060;70,1% (GK);73,1% (GK);6300;First Team;0,7011;0,4824;0,4629;0,4642;0,4629;0,4558;0,4558;0,5162;0,5119;0,5159;0,5119;0,5119;0,4856;0,5119;0,4841;0,5161;0,7305;0,4989;0,4799;0,4783;0,4799;0,4722;0,4722;0,5374;0,5284;0,5379;0,5284;0,5284;0,5001;0,5284;0,4997;0,5302;956657;91
Villalba, Hernán;DM;Newell's;26;0;0;680;590.770;759.060;71,1% (M);75,6% (M);6300;First Team;0,3434;0,6107;0,6461;0,6106;0,6461;0,6363;0,6363;0,7023;0,6419;0,7110;0,6419;0,6419;0,6003;0,6419;0,6056;0,5929;0,3661;0,6524;0,6915;0,6463;0,6915;0,6811;0,6811;0,7468;0,6863;0,7555;0,6863;0,6863;0,6468;0,6863;0,6520;0,6274;14024336;91
Baldunciel, Lucas;AM R, ST;Nueva Chicago;23;0;0;610;266.840;401.030;69,2% (W);72,0% (W);4550;Rotation;0,3048;0,5056;0,5804;0,4547;0,5804;0,5861;0,5861;0,5718;0,6439;0,5972;0,6872;0,6439;0,6086;0,6918;0,6799;0,5903;0,3184;0,5300;0,6058;0,4772;0,6058;0,6112;0,6112;0,5986;0,6703;0,6258;0,7154;0,6703;0,6350;0,7201;0,7092;0,6167;14119470;102486
Caballero, Leandro;D C;Nueva Chicago;29;0;0;1.480;405.580;763.020;68,8% (CB);69,2% (CB);4550;First Team;0,3686;0,6451;0,6244;0,6882;0,6244;0,6048;0,6048;0,6272;0,5679;0,6156;0,5679;0,5679;0,4921;0,5679;0,5409;0,5968;0,3713;0,6499;0,6274;0,6924;0,6274;0,6076;0,6076;0,6292;0,5711;0,6166;0,5711;0,5711;0,4958;0,5711;0,5449;0,5995;14062377;102486
Carrasco, Mauricio;AM RLC, F C;Nueva Chicago;28;0;0;2.350;1.032.690;1.865.550;69,0% (FS);69,0% (FS);4550;First Team;0,2789;0,4693;0,5196;0,4386;0,5196;0,5350;0,5350;0,5434;0,6581;0,6253;0,6581;0,6679;0,6683;0,6653;0,6904;0,5998;0,2789;0,4693;0,5196;0,4386;0,5196;0,5350;0,5350;0,5444;0,6581;0,6268;0,6581;0,6679;0,6683;0,6653;0,6904;0,5998;14009743;102486
de la Fuente, Fernando;M C;Nueva Chicago;29;0;0;2.400;704.210;1.370.640;69,6% (M);72,5% (M);4550;Key Player;0,3502;0,6312;0,6572;0,6368;0,6572;0,6465;0,6465;0,6766;0,6534;0,6956;0,6907;0,6534;0,6013;0,6534;0,6135;0,6098;0,3561;0,6427;0,6694;0,6464;0,6694;0,6586;0,6586;0,7014;0,6663;0,7253;0,7044;0,6663;0,6156;0,6663;0,6274;0,6206;14000439;102486
Gagliardi, Alejandro;AM R;Nueva Chicago;26;0;0;1.430;635.080;930.440;69,8% (W);71,2% (W);4550;Rotation;0,3081;0,5465;0,6169;0,5352;0,6521;0,6147;0,6499;0,5815;0,6499;0,6170;0,6982;0,6499;0,5991;0,6935;0,6257;0,5880;0,3146;0,5581;0,6296;0,5455;0,6655;0,6271;0,6629;0,5941;0,6630;0,6299;0,7122;0,6630;0,6133;0,7075;0,6395;0,5989;14010762;102486
Galarza, Marcos;D/WB RL;Nueva Chicago;31;0;0;1.400;170.480;333.180;70,1% (FB);71,4% (FB);4550;First Team;0,3346;0,5797;0,6959;0,5799;0,7005;0,6885;0,6931;0,6618;0,6383;0,6264;0,6383;0,6383;0,5667;0,6383;0,5814;0,5619;0,3410;0,5916;0,7094;0,5900;0,7141;0,7015;0,7062;0,6774;0,6509;0,6420;0,6509;0,6509;0,5802;0,6509;0,5948;0,5723;955203;102486
Giménez, Nicolás;AM RC, F C;Nueva Chicago;20;0;0;730;750.500;1.141.480;66,9% (W);75,2% (W);4550;Hot Prospect;0,2720;0,4627;0,5775;0,4550;0,5775;0,5808;0,5808;0,5306;0,6267;0,5732;0,6267;0,6267;0,5984;0,6688;0,6152;0,5552;0,3131;0,5350;0,6548;0,5194;0,6548;0,6570;0,6570;0,6163;0,7047;0,6651;0,7047;0,7047;0,6845;0,7520;0,7018;0,6271;14122131;102486
Grazzini, Sebastián;AM C;Nueva Chicago;34;0;0;1.660;95.480;166.970;69,1% (AM);69,1% (AM);4550;Rotation;0,3542;0,5104;0,5302;0,4700;0,5302;0,5375;0,5375;0,5643;0,6544;0,6369;0,6190;0,6595;0,6909;0,6544;0,6501;0,5671;0,3542;0,5104;0,5302;0,4700;0,5302;0,5375;0,5375;0,5678;0,6544;0,6420;0,6190;0,6595;0,6909;0,6544;0,6501;0,5671;8159434;102486
Lemos, Damián;M C;Nueva Chicago;26;0;0;1.920;338.120;504.420;73,7% (M);74,0% (M);4550;Key Player;0,3464;0,6537;0,6987;0,6595;0,6987;0,6851;0,6851;0,7226;0,6720;0,7365;0,6720;0,6720;0,5982;0,6720;0,6186;0,6590;0,3464;0,6537;0,6987;0,6595;0,6987;0,6851;0,6851;0,7250;0,6720;0,7398;0,6720;0,6720;0,5982;0,6720;0,6186;0,6590;14010959;102486
Lentini, Ramón;ST;Nueva Chicago;27;0;0;2.390;1.147.430;2.111.420;73,6% (TS);73,6% (TS);4550;First Team;0,3343;0,5733;0,5722;0,5898;0,5722;0,5783;0,5783;0,6133;0,6273;0,6393;0,6273;0,6273;0,5949;0,6273;0,6917;0,7362;0,3343;0,5733;0,5722;0,5898;0,5722;0,5783;0,5783;0,6105;0,6273;0,6355;0,6273;0,6273;0,5949;0,6273;0,6917;0,7362;14011303;102486
Masuero, Abel;SW, D C;Nueva Chicago;27;0;0;1.620;779.080;1.431.790;71,3% (CB);71,3% (CB);4550;First Team;0,3289;0,6883;0,6349;0,7129;0,6765;0,6130;0,6130;0,6178;0,5880;0,6025;0,5880;0,5880;0,4948;0,5880;0,5378;0,6296;0,3289;0,6883;0,6349;0,7129;0,6765;0,6130;0,6130;0,6175;0,5880;0,6022;0,5880;0,5880;0,4948;0,5880;0,5378;0,6296;14005552;102486
Puch, Mariano;AM R;Nueva Chicago;25;0;0;2.140;1.090.060;1.371.330;65,3% (W);66,8% (W);4550;Rotation;0,3551;0,5217;0,5852;0,4948;0,5852;0,5842;0,5842;0,5583;0,6082;0,5760;0,6533;0,6082;0,5644;0,6517;0,5997;0,5411;0,3616;0,5337;0,5991;0,5051;0,5991;0,5978;0,5978;0,5716;0,6221;0,5895;0,6684;0,6221;0,5789;0,6667;0,6142;0,5522;14129921;102486
Quintulén, Alexis;AM RL;Nueva Chicago;23;0;0;1.000;237.980;358.180;66,4% (W);72,0% (W);4550;Backup;0,2695;0,4764;0,5655;0,4388;0,5655;0,5663;0,5663;0,5494;0,6639;0,6211;0,6595;0,6595;0,6072;0,6595;0,6272;0,5662;0,2957;0,5238;0,6174;0,4818;0,6174;0,6171;0,6171;0,6016;0,7196;0,6789;0,7148;0,7148;0,6636;0,7148;0,6843;0,6131;14008025;102486
Ramírez Agudelo, José;D/WB/AM L;Nueva Chicago;25;0;0;1.140;545.030;762.080;64,7% (FB);66,5% (FB);4550;Rotation;0,3473;0,5286;0,6471;0,4941;0,6064;0,6347;0,5948;0,5419;0,6299;0,5491;0,5863;0,6257;0,5306;0,5863;0,5634;0,4982;0,3548;0,5436;0,6650;0,5068;0,6231;0,6523;0,6112;0,5586;0,6469;0,5665;0,6022;0,6426;0,5470;0,6022;0,5802;0,5106;14061369;102486
Ruiz, Pablo;AM/F C;Nueva Chicago;28;0;0;1.220;516.340;766.980;69,8% (FS);70,6% (FS);4550;Rotation;0,2937;0,5328;0,5516;0,5109;0,5516;0,5591;0,5591;0,5691;0,6396;0,6039;0,6396;0,6396;0,6662;0,6396;0,6984;0,6647;0,2974;0,5391;0,5579;0,5159;0,5579;0,5652;0,5652;0,5792;0,6463;0,6155;0,6463;0,6463;0,6739;0,6463;0,7055;0,6708;965326;102486
Sainz, Nicolás;D LC;Nueva Chicago;26;0;0;600;325.210;663.210;65,4% (FB);66,3% (FB);4550;Rotation;0,3349;0,5859;0,6538;0,6349;0,6126;0,6378;0,5977;0,5788;0,5930;0,5733;0,5930;0,5930;0,5140;0,5930;0,5385;0,5565;0,3387;0,5939;0,6632;0,6424;0,6214;0,6470;0,6063;0,5893;0,6016;0,5847;0,6016;0,6016;0,5227;0,6016;0,5477;0,5633;14023045;102486
