"Name";"Position";"Club";"Age";"Int Caps";"Int Goals";"Wage";"Value";"Sale Value";"Best Rating";"Best Pot Rating";"Squad Rep";"Squad Status";"GK Rating";"SW Rating";"DL Rating";"DC Rating";"DR Rating";"WBL Rating";"WBR Rating";"DM Rating";"ML Rating";"MC Rating";"MR Rating";"AML Rating";"AMC Rating";"AMR Rating";"FS Rating";"TS Rating";"GK Pot Rating";"SW Pot Rating";"DL Pot Rating";"DC Pot Rating";"DR Pot Rating";"WBL Pot Rating";"WBR Pot Rating";"DM Pot Rating";"ML Pot Rating";"MC Pot Rating";"MR Pot Rating";"AML Pot Rating";"AMC Pot Rating";"AMR Pot Rating";"FS Pot Rating";"TS Pot Rating";"Unique ID";"Club ID"
"Aquino, Claudio";"AM C";"Independiente";"24";"0";"0";"5.050";"1.604.570";"2.599.620";"70,1% (FS)";"72,0% (FS)";"6600";"Rotation";"33,37%";"50,39%";"55,97%";"46,81%";"55,97%";"56,81%";"56,81%";"58,36%";"65,60%";"67,28%";"65,60%";"69,65%";"68,62%";"68,99%";"70,11%";"62,92%";"34,28%";"52,05%";"57,80%";"48,35%";"57,80%";"58,61%";"58,61%";"59,97%";"67,35%";"69,05%";"67,35%";"71,50%";"70,43%";"70,83%";"71,98%";"64,53%";"14022575";"89"
"Benítez, Martín";"AM RL, ST";"Independiente";"21";"0";"0";"5.110";"2.049.000";"4.165.560";"65,5% (FS)";"73,0% (FS)";"6600";"First Team";"30,69%";"52,33%";"55,45%";"50,13%";"55,45%";"56,71%";"56,71%";"54,96%";"59,25%";"56,55%";"59,25%";"63,41%";"53,84%";"63,41%";"65,46%";"60,94%";"34,32%";"58,64%";"62,00%";"55,82%";"62,00%";"63,13%";"63,13%";"61,19%";"65,86%";"62,86%";"65,86%";"70,49%";"60,67%";"70,49%";"72,99%";"67,22%";"14042938";"89"
"Cuesta, Víctor";"D C, DM";"Independiente";"27";"0";"0";"4.490";"1.826.650";"3.547.820";"71,9% (CB)";"71,9% (CB)";"6600";"First Team";"38,85%";"66,07%";"67,28%";"71,95%";"67,28%";"65,96%";"65,96%";"71,54%";"65,49%";"66,47%";"65,49%";"65,49%";"61,02%";"65,49%";"60,29%";"63,77%";"38,85%";"66,07%";"67,28%";"71,95%";"67,28%";"65,96%";"65,96%";"71,78%";"65,49%";"66,77%";"65,49%";"65,49%";"61,02%";"65,49%";"60,29%";"63,77%";"14019892";"89"
"Gómez, Rodrigo";"AM RC";"Independiente";"23";"0";"0";"5.730";"2.299.000";"4.390.570";"70,8% (W)";"75,6% (W)";"6600";"First Team";"31,68%";"48,11%";"61,33%";"42,75%";"61,33%";"62,16%";"62,16%";"57,73%";"65,90%";"65,04%";"70,63%";"69,67%";"64,44%";"70,80%";"66,54%";"53,91%";"34,05%";"52,18%";"65,71%";"46,39%";"65,71%";"66,49%";"66,49%";"62,12%";"70,34%";"69,91%";"75,39%";"74,36%";"69,40%";"75,57%";"71,50%";"57,88%";"14037051";"89"
"Lucero, Juan";"ST";"Independiente";"24";"0";"0";"4.630";"1.337.010";"1.534.220";"69,4% (FS)";"71,9% (FS)";"6600";"Backup";"33,37%";"52,49%";"56,71%";"50,43%";"56,71%";"57,05%";"57,05%";"56,40%";"62,70%";"58,95%";"62,70%";"66,56%";"59,11%";"66,69%";"69,42%";"65,42%";"34,51%";"54,37%";"58,68%";"52,06%";"58,68%";"59,01%";"59,01%";"58,59%";"64,83%";"61,31%";"64,83%";"68,82%";"61,38%";"68,95%";"71,90%";"67,37%";"14041291";"89"
"Mancuello, Federico";"M LC";"Independiente";"26";"2";"1";"7.410";"2.801.550";"5.310.050";"76,3% (W)";"76,3% (W)";"6600";"Key Player";"40,87%";"60,59%";"73,51%";"58,65%";"69,25%";"73,00%";"68,76%";"68,14%";"76,31%";"75,99%";"71,11%";"74,78%";"69,30%";"71,11%";"67,86%";"63,66%";"40,87%";"60,59%";"73,51%";"58,65%";"69,25%";"73,00%";"68,76%";"68,11%";"76,31%";"75,96%";"71,11%";"74,78%";"69,30%";"71,11%";"67,86%";"63,66%";"14022096";"89"
"Méndez, Jesús";"DM, M RC";"Independiente";"31";"1";"0";"3.230";"178.140";"382.620";"74,5% (M)";"75,1% (M)";"6600";"First Team";"38,49%";"60,38%";"65,84%";"60,42%";"65,84%";"65,63%";"65,63%";"71,68%";"72,53%";"74,53%";"73,22%";"68,61%";"68,71%";"68,61%";"64,00%";"62,21%";"38,87%";"61,18%";"66,79%";"61,12%";"66,79%";"66,57%";"66,57%";"72,31%";"73,51%";"75,07%";"74,20%";"69,53%";"69,64%";"69,53%";"64,93%";"62,93%";"955653";"89"
"Montoya, Germán";"GK";"Independiente";"32";"0";"0";"3.300";"409.150";"462.630";"70,7% (GK)";"71,2% (GK)";"6600";"Backup";"70,67%";"49,66%";"48,72%";"48,03%";"48,72%";"47,72%";"47,72%";"49,63%";"48,01%";"47,90%";"48,01%";"48,01%";"41,24%";"48,01%";"44,58%";"44,74%";"71,23%";"49,89%";"48,98%";"48,23%";"48,98%";"47,94%";"47,94%";"49,58%";"48,22%";"47,72%";"48,22%";"48,22%";"41,45%";"48,22%";"44,79%";"44,86%";"950265";"89"
"Ortiz, Jorge";"DM";"Independiente";"31";"0";"0";"4.420";"655.400";"1.268.700";"72,5% (M)";"73,1% (M)";"6600";"Rotation";"33,34%";"60,05%";"66,41%";"59,12%";"66,41%";"65,57%";"65,57%";"70,33%";"67,05%";"72,54%";"67,05%";"67,05%";"63,95%";"67,05%";"62,55%";"57,76%";"33,71%";"60,82%";"67,21%";"59,82%";"67,21%";"66,37%";"66,37%";"70,98%";"67,86%";"73,14%";"67,86%";"67,86%";"64,79%";"67,86%";"63,43%";"58,40%";"961082";"89"
"Papa, Emiliano";"D/WB/M L";"Independiente";"33";"8";"0";"4.000";"172.420";"336.300";"73,1% (FB)";"73,1% (FB)";"6600";"Rotation";"34,01%";"56,75%";"73,10%";"51,31%";"68,05%";"71,39%";"66,71%";"61,10%";"67,85%";"61,15%";"63,58%";"66,86%";"57,58%";"63,58%";"58,87%";"47,45%";"34,01%";"56,75%";"73,10%";"51,31%";"68,05%";"71,39%";"66,71%";"62,05%";"67,85%";"62,45%";"63,58%";"66,86%";"57,58%";"63,58%";"58,87%";"47,45%";"954577";"89"
"Pellerano, Hernán";"D C";"Independiente";"31";"0";"0";"2.320";"121.220";"298.150";"73,2% (CB)";"74,4% (CB)";"6600";"First Team";"31,51%";"69,02%";"62,83%";"73,24%";"66,82%";"60,93%";"60,93%";"62,63%";"59,32%";"61,68%";"59,32%";"59,32%";"51,34%";"59,32%";"55,94%";"63,17%";"32,20%";"70,29%";"64,05%";"74,37%";"68,13%";"62,11%";"62,11%";"63,60%";"60,49%";"62,58%";"60,49%";"60,49%";"52,51%";"60,49%";"57,13%";"64,14%";"956747";"89"
"Pereyra Díaz, Jorge";"ST";"Independiente";"25";"0";"0";"5.100";"711.470";"912.440";"71,0% (FS)";"72,0% (FS)";"6600";"Rotation";"36,45%";"52,73%";"56,60%";"51,45%";"56,60%";"57,24%";"57,24%";"57,63%";"64,47%";"59,86%";"64,47%";"64,47%";"61,67%";"68,57%";"70,99%";"67,58%";"36,87%";"53,61%";"57,57%";"52,26%";"57,57%";"58,20%";"58,20%";"58,60%";"65,43%";"60,89%";"65,43%";"65,43%";"62,58%";"69,59%";"72,01%";"68,49%";"14021204";"89"
"Pisano, Matías";"AM RC";"Independiente";"24";"0";"0";"4.130";"1.501.000";"3.184.400";"72,8% (W)";"76,1% (W)";"6600";"Rotation";"37,14%";"50,84%";"60,95%";"46,60%";"60,95%";"61,94%";"61,94%";"59,38%";"68,00%";"66,47%";"71,89%";"72,33%";"70,07%";"72,78%";"70,52%";"59,87%";"38,72%";"53,65%";"64,04%";"49,15%";"64,04%";"64,98%";"64,98%";"62,31%";"71,07%";"69,62%";"75,13%";"75,59%";"73,44%";"76,06%";"73,84%";"62,64%";"14020972";"89"
"Pizzini, Francisco";"AM L, ST";"Independiente";"22";"0";"0";"3.410";"874.500";"2.088.850";"72,3% (W)";"77,0% (W)";"6600";"Rotation";"36,50%";"58,13%";"61,19%";"57,58%";"61,19%";"61,67%";"61,67%";"62,28%";"71,58%";"64,55%";"67,30%";"72,30%";"61,32%";"67,30%";"70,83%";"69,40%";"38,85%";"62,27%";"65,49%";"61,28%";"65,49%";"65,89%";"65,89%";"66,57%";"76,18%";"68,96%";"71,63%";"76,95%";"65,81%";"71,63%";"75,78%";"73,44%";"14042945";"89"
"Rodríguez, Diego";"GK";"Independiente";"26";"0";"0";"2.930";"975.650";"2.268.410";"72,9% (GK)";"74,0% (GK)";"6600";"First Team";"72,90%";"50,49%";"49,64%";"46,84%";"49,64%";"49,32%";"49,32%";"51,33%";"53,83%";"51,92%";"53,83%";"53,83%";"50,86%";"53,83%";"51,44%";"52,66%";"73,96%";"51,18%";"50,31%";"47,46%";"50,31%";"49,99%";"49,99%";"51,99%";"54,54%";"52,56%";"54,54%";"54,54%";"51,52%";"54,54%";"52,12%";"53,33%";"14003932";"89"
"Tagliafico, Nicolás";"D LC, M L";"Independiente";"23";"0";"0";"4.680";"1.686.750";"3.299.130";"71,9% (FB)";"75,9% (FB)";"6600";"First Team";"38,94%";"62,63%";"71,95%";"68,41%";"66,97%";"70,62%";"66,08%";"63,52%";"70,70%";"65,13%";"66,25%";"66,25%";"58,91%";"66,25%";"63,55%";"65,17%";"40,95%";"66,18%";"75,86%";"71,80%";"70,62%";"74,48%";"69,69%";"67,09%";"74,74%";"68,80%";"70,03%";"70,03%";"62,81%";"70,03%";"67,64%";"68,58%";"14008030";"89"
"Toledo, Gustavo";"D/WB R";"Independiente";"26";"0";"0";"4.820";"1.611.750";"3.066.860";"70,1% (FB)";"70,8% (FB)";"6600";"Rotation";"32,95%";"57,52%";"69,43%";"58,54%";"70,12%";"68,89%";"69,32%";"60,99%";"65,60%";"63,46%";"69,78%";"65,60%";"58,56%";"65,60%";"61,93%";"61,48%";"33,22%";"58,12%";"70,06%";"59,04%";"70,76%";"69,46%";"69,90%";"61,38%";"66,05%";"63,74%";"70,26%";"66,05%";"59,03%";"66,05%";"62,36%";"61,79%";"14023211";"89"
"Acosta, Lautaro";"AM RL, ST";"Lanús";"27";"0";"0";"7.310";"1.048.530";"1.236.780";"73,2% (W)";"73,2% (W)";"6400";"Key Player";"33,97%";"47,34%";"59,72%";"42,64%";"59,72%";"61,02%";"61,02%";"58,99%";"72,74%";"62,69%";"72,74%";"72,95%";"69,49%";"73,22%";"72,36%";"59,58%";"33,97%";"47,34%";"59,72%";"42,64%";"59,72%";"61,02%";"61,02%";"59,59%";"72,74%";"63,51%";"72,74%";"72,95%";"69,49%";"73,22%";"72,36%";"59,58%";"14001291";"90"
"Aguirre, Nicolás";"AM LC";"Lanús";"25";"0";"0";"3.770";"810.330";"995.970";"73,5% (W)";"75,1% (W)";"6400";"First Team";"33,37%";"56,48%";"65,25%";"53,13%";"65,25%";"65,04%";"65,04%";"63,41%";"73,51%";"70,25%";"72,33%";"73,02%";"63,73%";"68,43%";"68,54%";"62,24%";"34,11%";"57,83%";"66,76%";"54,27%";"66,76%";"66,51%";"66,51%";"64,81%";"75,14%";"71,80%";"73,93%";"74,64%";"65,33%";"69,94%";"70,23%";"63,52%";"14011176";"90"
"Araujo, Carlos";"D/WB R";"Lanús";"34";"0";"0";"3.170";"143.390";"224.740";"74,2% (FB)";"74,2% (FB)";"6400";"First Team";"39,40%";"58,75%";"69,03%";"57,64%";"74,16%";"68,41%";"73,01%";"66,72%";"69,29%";"68,15%";"69,29%";"69,29%";"63,87%";"69,29%";"64,31%";"57,73%";"39,40%";"58,75%";"69,03%";"57,64%";"74,16%";"68,41%";"73,01%";"67,93%";"69,29%";"69,79%";"69,29%";"69,29%";"63,87%";"69,29%";"64,31%";"57,73%";"953333";"90"
"Astina, Marcos";"ST";"Lanús";"20";"0";"0";"2.890";"1.749.000";"2.212.200";"71,5% (W)";"76,6% (FS)";"6400";"Hot Prospect";"34,06%";"50,21%";"61,10%";"47,61%";"61,10%";"61,67%";"61,67%";"59,46%";"67,26%";"62,49%";"71,54%";"67,26%";"68,45%";"71,54%";"71,45%";"61,43%";"36,28%";"54,31%";"65,46%";"51,27%";"65,46%";"65,99%";"65,99%";"64,36%";"71,86%";"67,82%";"76,43%";"71,86%";"73,40%";"76,43%";"76,63%";"65,70%";"14079978";"90"
"Balbi, Luciano";"D LC";"Lanús";"26";"0";"0";"2.810";"1.425.950";"3.025.050";"73,2% (FB)";"73,2% (FB)";"6400";"Rotation";"35,00%";"60,96%";"73,25%";"64,37%";"68,18%";"72,11%";"67,12%";"64,17%";"69,07%";"65,25%";"65,69%";"65,69%";"57,72%";"65,69%";"59,35%";"56,87%";"35,00%";"60,96%";"73,25%";"64,37%";"68,18%";"72,11%";"67,12%";"64,27%";"69,07%";"65,39%";"65,69%";"65,69%";"57,72%";"65,69%";"59,35%";"56,87%";"14017989";"90"
"Benítez, Oscar";"AM R";"Lanús";"23";"0";"0";"3.890";"2.399.000";"4.475.250";"72,6% (W)";"76,8% (W)";"6400";"First Team";"36,71%";"58,09%";"64,40%";"55,40%";"64,40%";"64,53%";"67,86%";"62,91%";"67,60%";"65,77%";"72,34%";"71,89%";"67,68%";"72,62%";"70,30%";"64,09%";"38,63%";"61,57%";"68,32%";"58,52%";"68,32%";"68,38%";"71,90%";"66,45%";"71,46%";"69,35%";"76,48%";"76,00%";"71,82%";"76,77%";"74,54%";"67,47%";"14035781";"90"
"Braghieri, Diego";"D C";"Lanús";"28";"0";"0";"3.350";"1.655.300";"3.129.360";"71,8% (CB)";"72,5% (CB)";"6400";"First Team";"35,99%";"65,39%";"64,48%";"71,79%";"64,48%";"62,49%";"62,49%";"63,30%";"60,36%";"62,64%";"60,36%";"60,36%";"53,97%";"60,36%";"56,51%";"62,65%";"36,33%";"66,13%";"65,19%";"72,51%";"65,19%";"63,18%";"63,18%";"64,11%";"61,04%";"63,46%";"61,04%";"61,04%";"54,69%";"61,04%";"57,27%";"63,18%";"14006611";"90"
"Castillejos, Gonzalo";"ST";"Lanús";"29";"0";"0";"2.030";"485.540";"429.780";"70,4% (TS)";"73,6% (TS)";"6400";"Backup";"33,31%";"53,98%";"54,19%";"53,77%";"54,19%";"54,38%";"54,38%";"57,57%";"61,01%";"59,36%";"61,01%";"61,01%";"56,84%";"61,01%";"66,29%";"70,45%";"35,10%";"57,01%";"57,35%";"56,41%";"57,35%";"57,51%";"57,51%";"60,45%";"64,43%";"62,30%";"64,43%";"64,43%";"60,52%";"64,43%";"70,27%";"73,56%";"14007168";"90"
"Chávez, Cristian";"AM RC";"Lanús";"29";"4";"1";"3.360";"1.450.320";"2.090.760";"70,6% (W)";"71,6% (W)";"6400";"Rotation";"33,01%";"49,25%";"61,64%";"46,76%";"61,64%";"62,20%";"62,20%";"60,73%";"70,23%";"67,50%";"70,59%";"70,23%";"68,08%";"70,59%";"63,54%";"56,68%";"33,38%";"50,06%";"62,61%";"47,45%";"62,61%";"63,16%";"63,16%";"61,83%";"71,23%";"68,78%";"71,60%";"71,23%";"69,05%";"71,60%";"64,48%";"57,42%";"963542";"90"
"Di Renzo, Gonzalo";"AM RL, ST";"Lanús";"20";"0";"0";"3.040";"1.451.680";"2.458.030";"70,3% (W)";"76,0% (W)";"6400";"Rotation";"30,12%";"49,09%";"59,37%";"47,04%";"59,37%";"60,19%";"60,19%";"58,42%";"65,44%";"62,58%";"65,44%";"70,30%";"63,61%";"69,83%";"69,77%";"63,08%";"33,01%";"54,13%";"64,65%";"51,59%";"64,65%";"65,36%";"65,36%";"63,47%";"70,73%";"67,74%";"70,73%";"75,98%";"69,01%";"75,48%";"75,73%";"68,06%";"14076166";"90"
"Erramuspe, Rodrigo";"SW, D C";"Lanús";"25";"0";"0";"1.680";"850.850";"1.970.210";"71,9% (CB)";"72,8% (CB)";"6400";"Rotation";"33,92%";"69,98%";"64,72%";"71,92%";"68,05%";"62,47%";"62,47%";"62,66%";"59,31%";"60,44%";"59,31%";"59,31%";"51,91%";"59,31%";"54,47%";"62,00%";"34,34%";"70,92%";"65,69%";"72,78%";"69,07%";"63,43%";"63,43%";"63,76%";"60,27%";"61,65%";"60,27%";"60,27%";"52,82%";"60,27%";"55,42%";"62,84%";"14000732";"90"
"Fritzler, Matías";"DM";"Lanús";"29";"0";"0";"3.630";"1.555.880";"2.951.530";"72,3% (DM)";"74,9% (DM)";"6400";"First Team";"39,13%";"65,15%";"68,85%";"65,04%";"68,85%";"66,86%";"66,86%";"72,28%";"65,39%";"70,29%";"65,39%";"65,39%";"58,43%";"65,39%";"59,47%";"61,06%";"40,35%";"67,25%";"70,95%";"66,93%";"70,95%";"68,94%";"68,94%";"74,91%";"67,54%";"73,06%";"67,54%";"67,54%";"60,72%";"67,54%";"61,75%";"62,92%";"959923";"90"
"González, Sergio";"ST";"Lanús";"20";"0";"0";"2.940";"1.849.000";"2.419.630";"71,2% (TS)";"74,0% (TS)";"6400";"Hot Prospect";"36,81%";"59,31%";"59,01%";"59,24%";"59,01%";"58,74%";"58,74%";"59,62%";"62,22%";"61,26%";"62,22%";"62,22%";"59,56%";"62,22%";"69,06%";"71,19%";"38,27%";"61,92%";"61,70%";"61,53%";"61,70%";"61,43%";"61,43%";"63,34%";"65,15%";"65,52%";"65,15%";"65,15%";"62,61%";"65,15%";"72,48%";"73,98%";"14079965";"90"
"Ibáñez, Matías";"GK";"Lanús";"29";"0";"0";"2.380";"994.280";"1.074.680";"67,4% (GK)";"67,4% (GK)";"6400";"Backup";"67,43%";"48,45%";"45,93%";"46,82%";"45,93%";"45,07%";"45,07%";"48,48%";"47,26%";"48,29%";"47,26%";"47,26%";"44,19%";"47,26%";"46,49%";"51,67%";"67,43%";"48,45%";"45,93%";"46,82%";"45,93%";"45,07%";"45,07%";"48,58%";"47,26%";"48,43%";"47,26%";"47,26%";"44,19%";"47,26%";"46,49%";"51,67%";"14007103";"90"
"Martínez, Matías";"D C";"Lanús";"27";"0";"0";"2.970";"1.700.850";"3.252.110";"67,7% (CB)";"67,7% (CB)";"6400";"Rotation";"32,62%";"62,86%";"59,99%";"67,70%";"59,99%";"58,08%";"58,08%";"58,71%";"55,29%";"56,91%";"55,29%";"55,29%";"50,18%";"55,29%";"54,03%";"60,44%";"32,62%";"62,86%";"59,99%";"67,70%";"59,99%";"58,08%";"58,08%";"58,69%";"55,29%";"56,88%";"55,29%";"55,29%";"50,18%";"55,29%";"54,03%";"60,44%";"962967";"90"
"Martínez, Román";"AM C";"Lanús";"32";"0";"0";"3.440";"237.600";"426.760";"71,8% (M)";"72,6% (M)";"6400";"First Team";"35,57%";"60,30%";"62,66%";"59,57%";"62,66%";"62,47%";"62,47%";"67,63%";"67,71%";"71,80%";"67,71%";"67,71%";"71,80%";"67,71%";"68,39%";"65,95%";"35,87%";"60,91%";"63,28%";"60,09%";"63,28%";"63,06%";"63,06%";"68,36%";"68,27%";"72,60%";"68,27%";"68,27%";"72,47%";"68,27%";"69,03%";"66,52%";"953802";"90"
"Monetti, Fernando";"GK";"Lanús";"26";"0";"0";"3.140";"1.754.350";"3.316.120";"70,0% (GK)";"72,5% (GK)";"6400";"First Team";"69,95%";"49,30%";"50,26%";"47,51%";"50,26%";"50,01%";"50,01%";"54,94%";"55,29%";"55,40%";"55,29%";"55,29%";"53,78%";"55,29%";"51,64%";"52,66%";"72,46%";"50,80%";"51,74%";"48,81%";"51,74%";"51,42%";"51,42%";"56,51%";"56,73%";"56,90%";"56,73%";"56,73%";"55,09%";"56,73%";"52,99%";"53,95%";"14004167";"90"
"Pasquini, Nicolás";"D/WB/M L";"Lanús";"25";"0";"0";"3.250";"1.900.950";"2.734.070";"70,0% (W)";"71,8% (W)";"6400";"Rotation";"35,36%";"53,96%";"67,24%";"50,07%";"62,82%";"67,09%";"62,69%";"60,13%";"69,98%";"63,52%";"65,14%";"69,28%";"61,68%";"65,14%";"62,45%";"53,77%";"36,28%";"55,57%";"69,12%";"51,50%";"64,58%";"68,96%";"64,43%";"61,45%";"71,80%";"64,78%";"66,83%";"71,09%";"63,33%";"66,83%";"64,21%";"55,18%";"14026234";"90"
"Valdez Chamorro, Jorge";"AM RC";"Lanús";"21";"0";"0";"3.520";"2.149.000";"4.050.190";"71,7% (W)";"78,2% (W)";"6400";"Rotation";"30,54%";"50,89%";"59,92%";"47,04%";"59,92%";"60,53%";"60,53%";"60,57%";"66,75%";"64,54%";"66,75%";"70,99%";"70,39%";"71,71%";"70,24%";"59,80%";"33,71%";"56,33%";"65,84%";"51,98%";"65,84%";"66,37%";"66,37%";"66,06%";"72,79%";"70,16%";"72,79%";"77,42%";"77,05%";"78,20%";"76,96%";"65,42%";"14043046";"90"
"Velázquez, Maximiliano";"D/WB L";"Lanús";"35";"0";"0";"2.790";"213.660";"413.650";"70,7% (FB)";"70,7% (FB)";"6400";"First Team";"31,99%";"58,88%";"70,65%";"57,03%";"65,77%";"70,08%";"65,24%";"64,39%";"69,63%";"66,19%";"65,59%";"65,59%";"60,81%";"65,59%";"61,86%";"57,47%";"31,99%";"58,88%";"70,65%";"57,03%";"65,77%";"70,08%";"65,24%";"64,24%";"69,63%";"65,98%";"65,59%";"65,59%";"60,81%";"65,59%";"61,86%";"57,47%";"950183";"90"
"Castro, Nicolás";"AM RLC";"Newell's";"31";"0";"0";"3.350";"113.170";"147.760";"68,1% (W)";"69,9% (W)";"6300";"Rotation";"35,17%";"53,77%";"58,89%";"52,66%";"58,89%";"59,08%";"59,08%";"58,02%";"67,43%";"64,60%";"67,55%";"67,88%";"65,10%";"68,06%";"63,21%";"59,86%";"36,09%";"55,43%";"60,72%";"54,20%";"60,72%";"60,88%";"60,88%";"59,88%";"69,28%";"66,72%";"69,41%";"69,75%";"66,91%";"69,94%";"65,00%";"61,39%";"961323";"91"
"Díaz, Cristian";"D/WB/M R";"Newell's";"26";"0";"0";"3.160";"421.880";"367.650";"66,0% (FB)";"67,5% (FB)";"6300";"Backup";"27,65%";"51,30%";"65,65%";"49,44%";"66,04%";"65,11%";"65,77%";"57,79%";"64,92%";"60,15%";"65,36%";"61,15%";"55,20%";"61,15%";"56,53%";"51,69%";"28,34%";"52,53%";"67,15%";"50,46%";"67,54%";"66,58%";"67,25%";"59,00%";"66,43%";"61,35%";"66,88%";"62,58%";"56,70%";"62,58%";"58,09%";"52,86%";"14022058";"91"
"Escobar, Franco";"D RC";"Newell's";"20";"0";"0";"20";"785.820";"940.680";"65,8% (CB)";"75,3% (CB)";"6300";"Hot Prospect";"35,93%";"59,57%";"60,26%";"65,77%";"64,66%";"58,91%";"58,91%";"58,88%";"59,03%";"59,97%";"59,03%";"59,03%";"52,77%";"59,03%";"56,13%";"59,73%";"41,33%";"69,49%";"70,20%";"75,33%";"75,33%";"68,53%";"68,53%";"69,53%";"68,58%";"70,95%";"68,58%";"68,58%";"62,33%";"68,58%";"66,08%";"68,24%";"14108407";"91"
"Fattori, Federico";"DM";"Newell's";"23";"0";"0";"2.430";"830.780";"1.905.250";"68,2% (M)";"72,4% (M)";"6300";"First Team";"36,98%";"54,21%";"59,41%";"52,80%";"59,41%";"59,40%";"59,40%";"64,14%";"63,71%";"68,18%";"63,71%";"63,71%";"65,22%";"63,71%";"62,57%";"57,52%";"39,26%";"58,30%";"63,61%";"56,41%";"63,61%";"63,55%";"63,55%";"68,38%";"67,94%";"72,44%";"67,94%";"67,94%";"69,97%";"67,94%";"67,06%";"61,09%";"14102337";"91"
"Fernández, Leandro";"D C";"Newell's";"32";"0";"0";"3.310";"126.640";"221.590";"70,7% (CB)";"71,1% (CB)";"6300";"Rotation";"37,76%";"69,19%";"67,99%";"70,69%";"68,41%";"62,61%";"62,61%";"64,11%";"61,00%";"62,52%";"61,00%";"61,00%";"54,74%";"61,00%";"59,11%";"60,95%";"38,05%";"69,71%";"68,46%";"71,06%";"68,88%";"63,03%";"63,03%";"64,44%";"61,43%";"62,74%";"61,43%";"61,43%";"55,24%";"61,43%";"59,58%";"61,26%";"954464";"91"
"Figueroa, Víctor";"AM RLC";"Newell's";"32";"0";"0";"4.100";"110.820";"142.960";"72,5% (W)";"72,5% (W)";"6300";"First Team";"31,77%";"49,90%";"59,23%";"46,04%";"59,23%";"60,22%";"60,22%";"60,53%";"71,78%";"69,11%";"71,78%";"72,55%";"70,92%";"72,46%";"71,57%";"60,76%";"31,77%";"49,90%";"59,23%";"46,04%";"59,23%";"60,22%";"60,22%";"60,50%";"71,78%";"69,07%";"71,78%";"72,55%";"70,92%";"72,46%";"71,57%";"60,76%";"954444";"91"
"Fydriszewski, Francisco";"ST";"Newell's";"22";"0";"0";"2.850";"899.500";"1.244.950";"68,6% (TS)";"72,3% (TS)";"6300";"Backup";"34,25%";"58,26%";"59,21%";"59,29%";"59,21%";"58,55%";"58,55%";"60,94%";"61,29%";"62,37%";"61,29%";"65,18%";"54,84%";"65,18%";"64,13%";"68,56%";"36,31%";"61,85%";"62,91%";"62,36%";"62,91%";"62,25%";"62,25%";"64,39%";"65,39%";"65,92%";"65,39%";"69,55%";"59,26%";"69,55%";"69,00%";"72,35%";"14043599";"91"
"Isnaldo, Eugenio";"AM L";"Newell's";"22";"0";"0";"330";"533.690";"702.180";"68,4% (W)";"71,6% (W)";"6300";"First Team";"30,78%";"51,21%";"56,28%";"48,42%";"56,28%";"57,48%";"57,48%";"56,18%";"67,76%";"59,86%";"67,18%";"68,44%";"60,61%";"67,64%";"62,30%";"55,73%";"32,33%";"53,88%";"59,24%";"50,84%";"59,24%";"60,38%";"60,38%";"58,73%";"70,88%";"62,40%";"70,28%";"71,60%";"63,63%";"70,75%";"65,35%";"58,19%";"14035817";"91"
"Maxi Rodríguez";"AM RLC";"Newell's";"35";"57";"16";"3.320";"349.800";"587.420";"76,1% (W)";"76,1% (W)";"6300";"Key Player";"37,25%";"62,45%";"65,54%";"62,32%";"65,54%";"65,24%";"65,24%";"71,25%";"75,91%";"74,90%";"75,91%";"76,00%";"72,39%";"76,09%";"75,53%";"72,81%";"37,25%";"62,45%";"65,54%";"62,32%";"65,54%";"65,24%";"65,24%";"71,09%";"75,91%";"74,68%";"75,91%";"76,00%";"72,39%";"76,09%";"75,53%";"72,81%";"6300474";"91"
"Ortiz, Guillermo";"D C";"Newell's";"23";"0";"0";"3.510";"1.486.650";"2.793.170";"67,2% (CB)";"71,0% (CB)";"6300";"First Team";"33,89%";"61,16%";"60,57%";"67,23%";"64,30%";"58,77%";"62,13%";"59,66%";"57,90%";"59,31%";"57,90%";"57,90%";"51,33%";"57,90%";"53,81%";"59,08%";"36,07%";"65,05%";"64,39%";"70,97%";"68,35%";"62,45%";"66,02%";"63,24%";"61,48%";"62,78%";"61,48%";"61,48%";"54,98%";"61,48%";"57,59%";"62,07%";"14025221";"91"
"Orzán, Horacio";"M RC";"Newell's";"27";"0";"0";"4.300";"607.660";"741.550";"70,1% (FB)";"72,6% (FB)";"6300";"Rotation";"38,95%";"61,52%";"68,87%";"62,08%";"70,14%";"67,97%";"69,09%";"68,31%";"67,72%";"69,57%";"68,74%";"64,23%";"57,55%";"64,23%";"60,87%";"62,18%";"40,22%";"63,64%";"71,26%";"63,98%";"72,56%";"70,33%";"71,49%";"70,53%";"70,17%";"71,83%";"71,22%";"66,55%";"59,96%";"66,55%";"63,28%";"64,18%";"78023657";"91"
