"","Pos","Nombre","Valor","PT","Prom","Reg","PJ","F","GC","GP","GR","EC","VI","A","R","PE","PA","equipo"
"441","DEF","Balbi, Luciano","$3.300.000","84","4,94","7,23","17","0","0","0","0","0","5","1","0","0","0","huracan"
"442","DEF","Arano, Carlos","$3.400.000","49","5,44","7,17","9","0","0","0","0","1","6","2","0","0","0","huracan"
"443","DEF","Domínguez, Eduardo","$4.100.000","91","6,07","23,63","15","1","1","1","0","0","4","1","2","0","0","huracan"
"444","DEF","Echeverría, Santiago","$2.000.000","60","5,00","7,40","12","0","0","0","0","0","3","4","0","0","0","huracan"
"445","DEF","San Román, José","$3.000.000","63","4,85","6,36","13","0","0","0","0","0","5","5","0","0","0","huracan"
"446","VOL","Gallegos, Ezequiel","$2.400.000","39","4,33","4,08","9","0","0","0","0","0","0","0","0","0","0","huracan"
"447","VOL","Villarruel, Lucas","$3.100.000","60","4,62","6,07","13","0","0","0","0","0","0","3","0","0","0","huracan"
"448","VOL","Distéfano, David","$1.400.000","55","5,50","12,54","10","0","2","0","0","0","0","1","1","0","0","huracan"
"449","VOL","M. y Fabianesi, Iván","$3.500.000","43","5,38","7,51","8","1","0","0","0","0","0","1","0","0","0","huracan"
"450","VOL","Romero Gamarra, A.","$2.500.000","61","4,69","6,10","13","0","0","0","0","0","0","2","0","0","0","huracan"
"451","VOL","Mandarino, Germán","$3.400.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","huracan"
"452","VOL","Bruna, Nicolás","$1.800.000","16","3,20","1,65","5","0","0","0","0","0","0","1","1","0","0","huracan"
"453","VOL","Montenegro, Daniel","$5.000.000","95","6,79","16,87","14","1","3","0","0","0","0","2","0","0","0","huracan"
"454","VOL","Bogado, Mauro","$3.800.000","151","5,59","8,57","27","1","2","0","0","0","0","8","0","0","0","huracan"
"455","VOL","Toranzo, Patricio","$4.400.000","147","5,88","10,82","25","0","3","0","0","0","0","3","0","0","0","huracan"
"456","VOL","Vismara, Federico","$3.900.000","114","4,96","8,49","23","1","0","0","0","0","0","7","1","0","0","huracan"
"457","DEL","Borghello, Ivan","$3.000.000","4","4,00","0,52","1","0","0","0","0","0","0","0","0","0","0","huracan"
"458","DEL","Abila, Ramón","$5.200.000","175","7,00","37,01","25","3","10","0","0","0","0","4","0","1","0","huracan"
"459","DEL","Espinoza, Cristian","$4.000.000","100","5,88","20,56","17","1","2","0","0","0","0","3","0","0","0","huracan"
"460","DEL","Puch, Edson","$2.700.000","28","4,67","5,06","6","0","0","0","0","0","0","0","1","0","0","huracan"
"461","DEL","D'Alia, Patricio","$500.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","huracan"
"462","DEL","Torassa, Agustín","$3.000.000","69","5,75","9,88","12","0","1","2","0","0","0","3","0","0","0","huracan"
"463","DEL","Miralles, Ezequiel","$2.900.000","24","4,80","3,49","5","0","0","0","0","0","0","0","0","0","0","huracan"
"464","DEL","Orieta, Matías","$400.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","huracan"
"465","DEL","Campana, Lucas","$900.000","20","5,00","3,29","4","0","1","0","0","0","0","1","0","0","0","huracan"
"466","DEL","Gil Clarotti, Agustín","$600.000","4","4,00","0,52","1","0","0","0","0","0","0","0","0","0","0","huracan"
"467","ARQ","Montoya, Germán","$3.500.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","independiente"
"468","ARQ","Rodríguez, Diego M.","$4.900.000","172","6,88","15,73","25","1","0","4","18","0","9","2","0","0","0","independiente"
"469","ARQ","Rehak, Gonzalo","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","independiente"
"470","ARQ","Daffonchio, Facundo","$1.000.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","independiente"
"471","DEF","Aguilera, Emanuel","$3.900.000","78","6,00","12,51","13","0","1","0","0","0","2","2","0","0","0","independiente"
"472","DEF","Zárate, Alexis","$2.200.000","53","4,84","0,00","1","0","1","0","0","0","4","7","1","0","0","independiente"
"473","DEF","Cuesta, Víctor","$3.500.000","157","6,04","10,11","26","0","1","0","0","0","11","6","0","0","0","independiente"
"474","DEF","Báez, Cristian Javier","$900.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","independiente"
"475","DEF","Figal, Nicolás","$2.000.000","17","4,25","2,31","4","0","0","0","0","1","0","1","0","0","0","independiente"
"476","DEF","Toledo, Gustavo","$3.000.000","145","5,58","7,34","26","0","0","0","0","0","11","5","0","0","0","independiente"
"477","DEF","Tagliafico, Nicolás","$3.300.000","172","6,37","11,40","27","0","1","0","0","0","11","3","0","0","0","independiente"
"478","DEF","Villalba, Lucas","$2.700.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","independiente"
"479","DEF","Victorino, Mauricio","$3.500.000","58","6,44","13,66","9","0","1","0","0","0","2","3","0","0","0","independiente"
"480","DEF","Pellerano, Hernán","$3.500.000","132","6,00","11,37","22","1","0","0","0","0","10","7","0","0","0","independiente"
"481","DEF","Papa, Emiliano","$3.700.000","76","5,43","8,45","14","0","0","0","0","0","4","2","0","0","0","independiente"
"482","VOL","Ortiz, Jorge","$4.600.000","134","6,09","11,92","22","2","2","0","0","0","0","5","1","0","0","independiente"
"483","VOL","Ortiz, Cristian","$700.000","6","6,00","2,24","1","0","0","0","0","0","0","0","0","0","0","independiente"
"484","VOL","Bellocq, Franco","$2.600.000","31","4,43","4,03","7","0","0","0","0","0","0","1","0","0","0","independiente"
"485","VOL","Méndez, Jesús","$4.100.000","116","5,52","12,32","21","2","1","0","0","0","0","12","1","0","0","independiente"
"486","VOL","Aquino, Claudio","$3.200.000","47","5,22","5,78","9","0","0","0","1","0","0","0","0","0","0","independiente"
"487","VOL","Rodríguez, Diego","$3.200.000","36","6,00","5,76","6","0","0","0","1","0","0","0","0","0","0","independiente"
"488","VOL","Rodríguez, Cristian","$5.000.000","55","9,17","17,14","6","2","1","0","0","0","0","0","0","0","0","independiente"
"489","VOL","Mancuello, Federico","$7.800.000","89","6,85","21,23","13","1","3","0","0","0","0","3","2","0","0","independiente"
"490","VOL","Vitale, Julián","$800.000","48","4,80","5,71","10","0","0","0","0","0","0","2","0","0","0","independiente"
"491","VOL","Martínez Trejo, Juan M.","$2.000.000","37","6,17","14,38","6","0","1","0","0","0","0","1","0","0","0","independiente"
"492","VOL","Pisano, Matías","$5.600.000","153","6,65","18,49","23","3","2","0","0","0","0","3","0","0","0","independiente"
"493","DEL","Vidal, Ezequiel","$900.000","17","5,67","2,91","3","0","0","0","0","0","0","0","0","0","0","independiente"
"494","DEL","Benítez, Martín","$1.700.000","146","7,68","28,65","19","3","6","0","0","0","0","4","0","0","0","independiente"
"495","DEL","Vera, Diego","$3.800.000","132","8,80","37,51","15","4","6","0","0","0","0","1","0","0","0","independiente"
"496","DEL","Pereyra Díaz, Jorge","$3.000.000","13","4,33","1,71","3","0","0","0","0","0","0","0","0","0","0","independiente"
"497","DEL","Pizzini, Francisco","$2.500.000","20","5,00","2,96","4","0","0","0","0","0","0","0","0","0","0","independiente"
"498","DEL","Albertengo, Lucas","$6.700.000","165","6,88","18,72","24","1","9","0","0","0","0","2","0","0","0","independiente"
"499","DEL","Valencia, José","$3.700.000","22","5,50","4,46","4","0","1","0","0","0","0","1","0","0","0","independiente"
"500","DEL","Lucero, Juan Martín","$3.300.000","43","7,17","9,78","6","0","2","0","0","0","0","0","0","0","0","independiente"
"501","ARQ","Acosta Luna, Aín","$400.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","lanus"
"502","ARQ","Ibáñez, Matías","$2.700.000","71","7,10","15,23","10","2","0","0","8","0","4","0","0","0","0","lanus"
"503","ARQ","Monetti, Fernando","$4.900.000","111","5,55","10,74","20","0","0","0","20","0","6","4","0","0","1","lanus"
"504","ARQ","Avellaneda, Nicolás","$500.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","lanus"
"505","DEF","Monteseirín, Facundo","$1.900.000","47","5,22","6,11","9","0","0","0","0","0","3","2","0","0","0","lanus"
"506","DEF","Araujo, Carlos","$3.500.000","110","5,00","7,69","22","0","0","0","0","0","8","9","1","0","0","lanus"
"507","DEF","Pasquini, Nicolás","$3.000.000","71","5,46","7,97","13","0","0","0","0","0","2","1","0","0","0","lanus"
"508","DEF","Velázquez, Maxi","$4.000.000","124","5,64","9,45","22","0","1","0","0","0","6","5","0","0","0","lanus"
"509","DEF","Barisone, Diego","$3.400.000","92","5,41","9,06","17","0","0","0","0","0","5","3","0","0","0","lanus"
"510","DEF","Gómez, Gustavo","$3.500.000","122","5,30","7,93","23","0","0","0","0","0","9","11","0","0","0","lanus"
"511","DEF","Braghieri, Diego","$3.600.000","66","6,00","10,89","11","1","0","0","0","0","4","2","0","0","0","lanus"
"512","DEF","Erramuspe, Rodrigo","$3.400.000","7","7,00","1,58","1","0","0","0","0","0","1","0","0","0","0","lanus"
"513","VOL","Cáceres, Maximiliano","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","lanus"
"514","VOL","Castellani, Gonzalo","$2.900.000","11","3,67","1,30","3","0","0","0","0","0","0","2","0","0","0","lanus"
"515","VOL","Gallardo, Walter","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","lanus"
"516","VOL","Fritzler, Matías","$3.900.000","103","4,90","6,78","21","0","0","0","0","0","0","7","1","0","0","lanus"
"517","VOL","Almirón, Miguel","$3.600.000","40","5,71","7,16","7","1","0","0","0","0","0","1","0","0","0","lanus"
"518","VOL","Barrientos, Fernando","$2.600.000","36","4,50","4,16","8","0","0","0","0","0","0","2","0","0","0","lanus"
"519","VOL","Aguirre, Nicolás","$3.800.000","93","7,15","16,82","13","0","3","1","0","0","0","3","0","0","0","lanus"
"520","VOL","Ayala, Víctor","$4.800.000","180","6,92","24,20","26","5","5","0","0","0","0","6","1","1","0","lanus"
"521","VOL","Ibañez, Joaquín","$400.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","lanus"
"522","VOL","Bailone, Ignacio","$900.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","lanus"
"523","VOL","Martínez, Román","$4.000.000","80","5,71","11,09","14","0","1","1","0","0","0","2","0","0","0","lanus"
"524","VOL","Leto, Sebastián","$4.000.000","21","5,25","3,21","4","0","0","0","0","0","0","0","0","0","0","lanus"
"525","DEL","Di Renzo, Gonzalo","$400.000","45","5,00","5,38","9","0","0","0","0","0","0","0","0","0","0","lanus"
"526","DEL","V. Chamorro, Jorge","$2.300.000","43","4,30","4,85","10","0","0","0","0","0","0","0","1","0","0","lanus"
"527","DEL","Melano, Lucas","$4.200.000","89","6,85","32,43","13","1","5","0","0","0","0","0","0","0","0","lanus"
"528","DEL","Acosta, Lautaro","$5.200.000","153","6,95","24,89","22","5","4","0","0","0","0","4","2","0","0","lanus"
"529","DEL","Astina, Marcos","$1.900.000","14","4,67","1,98","3","0","0","0","0","0","0","0","0","0","0","lanus"
"530","DEL","Stracqualursi, Denis","$3.800.000","21","4,20","2,54","5","0","0","0","0","0","0","0","0","0","0","lanus"
"531","DEL","González, Sergio","$400.000","84","8,40","28,09","10","2","4","0","0","0","0","1","0","0","0","lanus"
"532","DEL","Benítez, Oscar","$3.600.000","95","5,00","7,87","19","0","1","0","0","0","0","0","1","0","0","lanus"
"533","DEL","González, Matías","$400.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","lanus"
"534","ARQ","Ustari, Oscar","$5.000.000","109","6,06","15,03","18","1","0","0","17","0","8","2","0","0","1","newells"
"535","ARQ","Pocrnjic, Luciano","$2.800.000","6","3,00","0,83","2","0","0","0","5","0","0","0","0","0","0","newells"
"536","ARQ","Unsain, Ezequiel L.","$900.000","71","7,10","20,10","10","2","0","0","8","0","6","2","0","0","0","newells"
"537","DEF","Cáceres, Marcos","$4.300.000","146","5,62","5,98","26","0","0","0","0","0","12","3","0","0","0","newells"
"538","DEF","Valle, Jonathan","$1.100.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","newells"
"539","DEF","Pollacchi, Maxi","$1.600.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","newells"
"540","DEF","Escobar, Franco","$1.200.000","77","5,13","8,18","15","0","0","0","0","0","7","4","0","0","0","newells"
"541","DEF","Baez, Gabriel","$500.000","74","5,29","8,18","14","0","0","0","0","0","7","3","0","0","0","newells"
"542","DEF","Fernández, Leandro","$3.200.000","24","6,00","8,51","4","0","0","0","0","0","3","1","0","0","0","newells"
"543","DEF","Paz, Nehuén","$2.100.000","66","6,00","13,76","11","0","1","0","0","0","6","3","0","0","0","newells"
"544","DEF","López, Víctor","$4.900.000","110","5,50","8,89","20","0","0","0","0","0","10","4","1","0","0","newells"
"545","VOL","Agüero, José","$500.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","newells"
"546","VOL","Figueroa, Víctor","$4.700.000","108","6,35","15,24","17","1","3","0","0","0","0","0","0","0","0","newells"
"547","VOL","Mateo, Diego","$4.000.000","64","4,92","11,12","13","1","1","0","0","0","0","4","2","0","0","newells"
"548","VOL","Rodríguez, Denis","$300.000","66","6,00","13,03","11","1","1","0","0","0","0","1","0","0","0","newells"
"549","VOL","Fattori, Federico","$1.100.000","18","4,50","2,71","4","0","0","0","0","0","0","1","0","0","0","newells"
"550","VOL","Mugni, Lucas","$2.800.000","49","4,45","5,30","11","0","0","0","0","0","0","4","0","0","0","newells"
"551","VOL","Mancini, Daniel","$300.000","35","4,38","4,21","8","0","0","0","0","0","0","1","0","0","0","newells"
"552","VOL","Rodríguez, Maxi","$8.000.000","188","6,96","29,73","27","2","8","2","0","0","0","3","1","2","0","newells"
"553","VOL","Villalba, Hernán","$3.400.000","95","4,75","6,94","20","1","0","0","0","0","0","3","1","0","0","newells"
"554","VOL","Silva, Iván","$600.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","newells"
"555","VOL","Bernardello, Hernán","$3.400.000","68","4,25","6,46","16","0","0","0","0","0","0","5","1","0","0","newells"
"556","VOL","Bustamante, Facundo","$1.400.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","newells"
"557","VOL","Formica, Mauro","$4.200.000","5","5,00","0,81","1","0","0","0","0","0","0","0","0","0","0","newells"
"558","DEL","Tonso, Martín","$3.400.000","82","4,82","6,86","17","0","1","0","0","0","0","2","0","0","0","newells"
"559","DEL","Ponce, Ezequiel","$3.700.000","42","6,00","11,64","7","2","1","0","0","0","0","1","1","0","0","newells"
"560","DEL","Boyé, Lucas","$2.000.000","72","6,00","11,71","12","0","2","0","0","0","0","0","1","0","0","newells"
"561","DEL","Fydriszewski, F.","$900.000","8","4,00","1,06","2","0","0","0","0","0","0","1","0","0","0","newells"
"562","DEL","Vieyra, Juan","$1.100.000","5","5,00","0,81","1","0","0","0","0","0","0","0","0","0","0","newells"
"563","DEL","Figueroa, Leandro","$500.000","5","5,00","0,81","1","0","0","0","0","0","0","0","0","0","0","newells"
"564","DEL","Tévez, Mauricio","$2.200.000","57","4,75","6,16","12","0","0","0","0","0","0","1","0","0","0","newells"
"565","DEL","Scocco, Ignacio","$5.300.000","145","6,59","20,41","22","1","6","1","0","0","0","3","0","0","0","newells"
"566","ARQ","Lanzillotta, Federico","$1.200.000","44","6,29","11,53","7","1","0","0","7","0","1","1","0","0","0","chicago"
"567","ARQ","Friedrich, Guillermo","$1.000.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","chicago"
"568","ARQ","Tauber, Nicolás","$1.800.000","22","5,50","5,80","4","1","0","0","6","0","1","1","0","0","0","chicago"
"569","ARQ","Sánchez, Alejandro","$2.300.000","132","6,60","19,31","20","3","0","0","23","0","7","0","0","0","0","chicago"
"570","DEF","Caballero, Leandro","$2.500.000","36","4,50","5,03","8","0","0","0","0","0","4","3","0","1","0","chicago"
"571","DEF","Caballero, Martín","$3.000.000","35","5,00","4,87","7","0","0","0","0","0","3","1","0","0","0","chicago"
"572","DEF","Correa, Pablo","$2.000.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","chicago"
"573","DEF","Paschetta, Tomás","$300.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","chicago"
"574","DEF","Espíndola, Rodrigo","$2.200.000","37","6,17","6,58","6","0","0","0","0","0","4","1","0","0","0","chicago"
"575","DEF","Arias, Mauricio","$3.000.000","105","4,57","7,32","23","0","0","0","0","0","7","5","2","0","0","chicago"
"576","DEF","Sainz, Nicolás","$1.700.000","58","5,80","12,80","10","0","1","0","0","0","2","1","0","0","0","chicago"
"577","DEF","Galarza, Marcos","$3.500.000","117","4,88","6,49","24","0","0","0","0","0","8","5","0","0","0","chicago"
"578","DEF","Monteagudo, Juan C.","$1.500.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","chicago"
"579","DEF","Masuero, Abel","$3.400.000","132","4,71","5,97","28","0","0","0","0","0","8","8","1","0","0","chicago"
"580","DEF","Acevedo, Lucas","$2.400.000","23","4,60","3,58","5","0","0","0","0","0","2","2","0","0","0","chicago"
"581","VOL","Lemos, Damián","$3.500.000","137","5,07","4,51","27","0","0","0","0","0","0","7","1","0","0","chicago"
"582","VOL","Vivas, Gonzalo","$400.000","3","3,00","0,29","1","0","0","0","0","0","0","1","0","0","0","chicago"
"583","VOL","Grazzini, Sebastián","$3.600.000","37","4,63","5,98","8","0","0","0","0","0","0","1","1","0","0","chicago"
"584","VOL","Giménez, Nicolás","$900.000","74","7,40","17,65","10","0","3","0","0","0","0","2","0","0","0","chicago"
"585","VOL","Vera, Matías","$300.000","56","4,00","5,05","14","0","0","0","0","0","0","5","1","0","0","chicago"
"586","VOL","Prichoda, Lihué","$3.300.000","38","4,75","4,66","8","0","0","0","0","0","0","1","0","0","0","chicago"
"587","VOL","Puch, Mariano","$2.400.000","79","5,27","8,43","15","1","0","0","0","0","0","2","0","0","0","chicago"
"588","VOL","Ramírez Agudelo, J.","$2.300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","chicago"
"589","VOL","Rizzo, Nicolás","$1.300.000","9","4,50","1,28","2","0","0","0","0","0","0","0","0","0","0","chicago"
"590","VOL","Benavídez, Exequiel","$3.000.000","25","4,17","2,87","6","0","0","0","0","0","0","1","0","0","0","chicago"
"591","VOL","Gagliardi, Alejandro","$3.500.000","199","9,48","63,77","21","3","10","1","0","0","0","1","0","0","0","chicago"
"592","VOL","De La Fuente, F.","$1.900.000","92","5,11","11,53","18","0","2","0","0","0","0","6","2","0","0","chicago"
"593","DEL","Ruiz, Pablo","$2.400.000","55","3,93","6,87","14","0","1","0","0","0","0","4","1","1","0","chicago"
"594","DEL","Gómez, Christian","$4.500.000","6","6,00","1,16","1","0","0","0","0","0","0","0","0","0","0","chicago"
"595","DEL","Lentini, Ramón","$2.900.000","54","5,40","9,76","10","1","0","2","0","0","0","0","0","0","0","chicago"
"596","DEL","Gazale, Daúd","$2.000.000","19","3,80","2,23","5","0","0","0","0","0","0","1","0","0","0","chicago"
"597","DEL","Baldunciel, Lucas","$2.000.000","99","4,71","6,61","21","0","1","0","0","0","0","6","0","0","0","chicago"
"598","DEL","Carrasco, Mauricio","$2.400.000","88","6,77","16,20","13","1","3","0","0","0","0","1","0","0","0","chicago"
"599","ARQ","Saracho, Rodrigo","$300.000","53","0,00","0,00","0","0","1","0","0","0","0","7","1","0","0","olimpo"
"600","ARQ","Viola, Ezequiel","$400.000","29","5,80","5,37","5","0","0","0","4","0","2","1","0","0","0","olimpo"
"601","ARQ","Champagne, Nereo","$4.500.000","163","6,52","15,91","25","2","0","0","21","0","13","1","0","0","0","olimpo"
"602","ARQ","Torres, Ignacio","$500.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","olimpo"
"603","DEF","Quiroga, Juan","$2.500.000","105","5,25","7,38","20","0","0","0","0","0","9","7","0","0","0","olimpo"
"604","DEF","Sills, Juan","$2.700.000","73","6,64","17,11","11","0","1","0","0","0","5","2","0","0","0","olimpo"
"605","DEF","Villanueva, Cristian","$2.900.000","59","5,36","7,30","11","0","0","0","0","0","6","4","0","0","0","olimpo"
"606","DEF","Furios, Iván","$3.700.000","76","5,43","8,85","14","0","0","0","0","0","6","4","0","0","0","olimpo"
"607","DEF","Parnisari, Ezequiel","$3.200.000","131","5,95","12,17","22","0","1","0","0","0","13","8","0","0","0","olimpo"
"608","DEF","Herrera, Marcelo","$2.100.000","77","7,70","16,65","10","0","1","0","0","0","7","4","0","0","0","olimpo"
"609","DEF","Moiraghi, Néstor","$3.000.000","129","5,38","8,08","24","0","0","0","0","0","12","6","2","0","0","olimpo"
"610","DEF","Martínez, Adrián","$2.800.000","55","4,23","6,01","13","0","0","0","0","0","5","4","1","0","0","olimpo"
"611","VOL","Porcari, Matías","$800.000","23","4,60","2,98","5","0","0","0","0","0","0","0","0","0","0","olimpo"
"612","VOL","Acosta, Joel","$2.400.000","114","4,96","8,96","23","0","1","0","0","0","0","4","0","0","0","olimpo"
"613","VOL","Blanco, Enrique","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","olimpo"
"614","VOL","Mansilla, Jacobo","$3.000.000","120","5,22","6,87","23","1","2","0","0","0","0","4","1","0","0","olimpo"
"615","VOL","Encina, Hernán","$3.900.000","132","6,00","13,37","22","3","1","0","0","0","0","1","0","0","0","olimpo"
"616","VOL","Cobo, Juan","$3.500.000","146","5,21","3,58","28","0","1","0","0","0","0","3","0","0","0","olimpo"
"617","VOL","Sosa, Diego","$1.800.000","5","5,00","0,81","1","0","0","0","0","0","0","0","0","0","0","olimpo"
"618","VOL","Borrego, Elías","$1.200.000","29","4,14","3,57","7","0","0","0","0","0","0","2","0","0","0","olimpo"
"619","VOL","Blanco, Jonatan","$3.400.000","81","6,23","13,97","13","1","1","1","0","0","0","2","0","0","0","olimpo"
"620","VOL","Amoroso, Joel","$2.500.000","125","5,43","6,74","23","0","1","0","0","0","0","0","0","0","0","olimpo"
"621","VOL","Vidal, Marcelo","$2.000.000","8","4,00","1,00","2","0","0","0","0","0","0","0","0","0","0","olimpo"
"622","VOL","Vega, David","$1.700.000","29","7,25","10,37","4","1","1","0","0","0","0","1","0","0","0","olimpo"
"623","DEL","Klusener, Gonzalo","$2.000.000","44","4,00","4,65","11","0","1","0","0","0","0","5","0","0","0","olimpo"
"624","DEL","Gaona Lugo, Orlando","$1.800.000","16","4,00","2,05","4","0","0","0","0","0","0","1","0","0","0","olimpo"
"625","DEL","Vidal, Norberto","$500.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","olimpo"
"626","DEL","Rodríguez, Axel","$300.000","53","4,84","0,00","1","0","1","0","0","0","0","7","1","0","0","olimpo"
"627","DEL","Tellas, Gabriel","$900.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","olimpo"
"628","DEL","Acuña, Walter","$2.500.000","72","8,00","19,91","9","3","4","0","0","0","0","3","0","0","0","olimpo"
"629","ARQ","Ledesma, Marcos","$900.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","quilmes"
"630","ARQ","Assmann, Fabián","$3.200.000","34","3,40","3,72","10","0","0","0","17","0","0","1","0","0","0","quilmes"
"631","ARQ","Benítez, Walter","$2.900.000","116","5,80","16,38","20","1","0","0","19","1","10","3","0","0","0","quilmes"
"632","DEF","Breitenbruch, Néstor","$3.000.000","4","4,00","0,52","1","0","0","0","0","0","0","0","0","0","0","quilmes"
"633","DEF","Bontempo, Leonel","$2.000.000","55","5,00","7,81","11","0","0","0","0","0","5","4","1","0","0","quilmes"
"634","DEF","Uglessich, Mariano","$3.500.000","132","6,00","20,11","22","0","2","0","0","0","7","5","2","0","0","quilmes"
"635","DEF","Vaca, Oscar","$2.400.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","quilmes"
"636","DEF","Suárez, Lucas","$1.100.000","41","6,83","10,50","6","0","1","0","0","0","2","0","0","0","0","quilmes"
"637","DEF","Noguera, Gustavo","$1.300.000","16","4,00","1,98","4","0","0","0","0","0","0","1","0","0","0","quilmes"
"638","DEF","Morales, Emanuel","$1.800.000","87","6,21","13,76","14","0","1","0","0","0","6","3","0","0","0","quilmes"
"639","DEF","Carli, Joel","$3.000.000","57","4,38","5,42","13","0","0","0","0","0","1","6","0","0","0","quilmes"
"640","DEF","Malrechauffe, Damián","$900.000","52","5,20","6,86","10","0","0","0","0","0","5","4","0","0","0","quilmes"
"641","DEF","Alegre, Alan","$2.500.000","118","5,36","8,06","22","0","0","0","0","0","9","6","0","0","0","quilmes"
"642","VOL","López, Nicolás","$1.000.000","8","4,00","1,00","2","0","0","0","0","0","0","0","0","0","0","quilmes"
"643","VOL","Paterno, Nicolás","$300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","quilmes"
"644","VOL","Gómez, Rodrigo","$3.800.000","197","7,04","18,65","28","4","4","0","0","0","0","5","0","0","0","quilmes"
"645","VOL","González, Arnaldo","$2.200.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","quilmes"
"646","VOL","Carrasco, Emiliano","$1.600.000","8","4,00","1,06","2","0","0","0","0","0","0","1","0","0","0","quilmes"
"647","VOL","Canelo, Alexis","$3.200.000","149","7,10","33,83","21","3","4","0","0","0","0","7","0","0","0","quilmes"
"648","VOL","Morales, Matías","$1.300.000","32","4,57","3,86","7","0","0","0","0","0","0","0","0","0","0","quilmes"
"649","VOL","Calello, Adrián","$1.000.000","82","4,32","5,26","19","0","0","0","0","0","0","6","0","0","0","quilmes"
"650","VOL","Pérez Godoy, Lucas","$2.000.000","64","4,92","8,25","13","0","1","0","0","0","0","4","1","0","0","quilmes"
"651","VOL","Pérez Guedes, Martín","$2.500.000","36","4,50","4,49","8","0","0","0","0","0","0","1","0","0","0","quilmes"
"652","VOL","Braña, Rodrigo","$4.000.000","119","5,95","13,90","20","2","1","0","0","0","0","8","1","0","0","quilmes"
"653","VOL","Romero, Sebastián","$3.500.000","135","5,40","8,92","25","1","2","0","0","1","0","9","0","0","0","quilmes"
"654","VOL","Scifo, Adrián","$2.000.000","100","4,76","7,49","21","1","0","0","0","0","0","7","0","0","0","quilmes"
"655","VOL","Cabrera, Nicolás","$2.800.000","28","4,67","3,60","6","0","0","0","0","0","0","0","0","0","0","quilmes"
"656","DEL","Ramírez, Rubén","$4.300.000","69","6,27","17,01","11","1","3","2","0","0","0","0","1","0","0","quilmes"
"657","DEL","Ilarregui, Francisco","$1.600.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","quilmes"
"658","DEL","Hipperdinger, Sergio","$2.000.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","quilmes"
"659","DEL","Torres, Jonatan","$1.300.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","quilmes"
"660","DEL","Bieler, Claudio","$3.900.000","182","7,28","27,80","25","1","10","4","0","0","0","7","0","0","0","quilmes"
"661","ARQ","Saja, Sebastián","$6.000.000","194","6,93","11,78","28","0","0","1","21","0","13","1","0","0","1","racing"
"662","ARQ","Ibáñez, Nelson","$3.000.000","13","6,50","3,05","2","0","0","0","1","0","1","0","0","0","0","racing"
"663","ARQ","Musso, Juan","$1.000.000","53","4,84","0,00","0","0","1","0","0","0","0","7","1","0","0","racing"
"664","DEF","Voboril, Germán","$2.600.000","62","5,64","7,93","11","0","0","0","0","0","6","2","0","0","0","racing"
"665","DEF","Pillud, Iván","$4.300.000","112","6,59","15,13","17","0","1","0","0","0","8","0","0","0","0","racing"
"666","DEF","Bazán, Mauro","$1.000.000","53","4,84","0,00","0","0","1","0","0","0","4","7","1","0","0","racing"
